label,type,author,title,journal,year,volume,number,month,doi,art_number,article_number,url,eissn,document_type,unique_id,source,issn,note,earlyaccessdate,researcherid_numbers,pages,orcid_numbers,organization,editor,booktitle,series,isbn,filename,n_duplicates,citation,screened_titles,notes
Saeed2021,ARTICLE,"Saeed, M. and Rais, M. and Gray, R.J. and Ahmed, W. and Akram, A. and Gill, S. and Fareed, G.",Rise in temperature causes decreased fitness and higher extinction risks in endemic frogs at high altitude forested wetlands in northern Pakistan,Journal of Thermal Biology,2021,95,NA,NA,10.1016/j.jtherbio.2020.102809,102809,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098469077&doi=10.1016%2fj.jtherbio.2020.102809&partnerID=40&md5=eefaddff1d4a313376a3df38ad9f4f88,NA,Article,NA,Scopus,NA,cited By 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Rise in Temperature Causes Decreased Fitness and Higher Extinction Risks in Endemic Frogs at High Altitude Forested Wetlands in Northern Pakistan.,selected,NA
Hernandez2020,ARTICLE,"Hernandez, C. and McDonell, V.",Examination of Predictive Flame Extinction Boundaries for Bluff Body Stabilized Flames at Elevated Temperature and Pressure Conditions,Journal of Engineering for Gas Turbines and Power,2020,142,10,NA,10.1115/1.4046705,104501,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106155571&doi=10.1115%2f1.4046705&partnerID=40&md5=f31e54b2f7a0cac721e4511b66d039b7,NA,Article,NA,Scopus,NA,cited By 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Examination of Predictive Flame Extinction Boundaries for Bluff Body Stabilized Flames at Elevated Temperature and Pressure Conditions.,excluded,NA
Shi2020,ARTICLE,"Shi, J.-W. and Qi, H. and Yin, Y.-M. and Gao, B.-H. and Ren, Y.-T.",Reconstruction of 3D flame temperature and absorption coefficient field by the hybrid light-field imaging and laser extinction technique,Infrared Physics and Technology,2020,109,NA,NA,10.1016/j.infrared.2020.103404,103404,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086500979&doi=10.1016%2fj.infrared.2020.103404&partnerID=40&md5=5f490148452b4769a726c6f35734b531,NA,Article,NA,Scopus,NA,cited By 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Reconstruction of 3d Flame Temperature and Absorption Coefficient Field by the Hybrid Light-Field Imaging and Laser Extinction Technique.,excluded,NA
Pustovalov2020,ARTICLE,"Pustovalov, V.K. and Astafyeva, L.G.",Spectral optical characteristics of nanoparticles for effective extinction of black body radiation with high temperatures,Journal of Quantitative Spectroscopy and Radiative Transfer,2020,251,NA,NA,10.1016/j.jqsrt.2020.107067,107067,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085500355&doi=10.1016%2fj.jqsrt.2020.107067&partnerID=40&md5=4145513a4e24206df3e89fb4179532db,NA,Article,NA,Scopus,NA,cited By 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Spectral Optical Characteristics of Nanoparticles for Effective Extinction of Black Body Radiation with High Temperatures.,excluded,NA
X.WOS.000538407300001,article,"de Winter, Niels J. and Ullmann, V, Clemens and Sorensen, Anne M. and Thibault, Nicolas and Goderis, Steven and Van Malderen, Stijn J. M. and Snoeck, Christophe and Goolaerts, Stijn and Vanhaecke, Frank and Claeys, Philippe","Shell chemistry of the boreal Campanian bivalve Rastellum diluvianum (Linnaeus, 1767) reveals temperature seasonality, growth rates and life cycle of an extinct Cretaceous oyster",BIOGEOSCIENCES,2020,17,11,JUN 3,10.5194/bg-17-2897-2020,NA,NA,NA,1726-4189,NA,WOS:000538407300001,NA,1726-4170,NA,NA,"Claeys, Philippe/B-4895-2008 Goderis, Steven/F-9908-2011 Thibault, Nicolas/B-1106-2013 Goderis, Steven/AAF-1307-2019 Snoeck, Christophe/V-9679-2019 ",2897-2922,"Claeys, Philippe/0000-0002-4585-7687 Goderis, Steven/0000-0002-6666-7153 Thibault, Nicolas/0000-0003-4147-5531 Goderis, Steven/0000-0002-6666-7153 Snoeck, Christophe/0000-0003-3770-4055 de Winter, Niels/0000-0002-1453-5407",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Shell Chemistry of the Boreal Campanian Bivalve Rastellum Diluvianum (Linnaeus, 1767) Reveals Temperature Seasonality, Growth Rates and Life Cycle of an Extinct Cretaceous Oyster.",excluded,NA
Nashimoto2020,ARTICLE,"Nashimoto, M. and Hattori, M. and Chinone, Y.",CMB Shadows: The Effect of Interstellar Extinction on Cosmic Microwave Background Polarization and Temperature Anisotropy,Astrophysical Journal Letters,2020,895,1,NA,10.3847/2041-8213/ab9018,L21,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085874429&doi=10.3847%2f2041-8213%2fab9018&partnerID=40&md5=bb29ee73b4c3b04c8785d53deff27a81,NA,Article,NA,Scopus,NA,cited By 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Cmb Shadows: The Effect of Interstellar Extinction on Cosmic Microwave Background Polarization and Temperature Anisotropy.,excluded,NA
Are20201,ARTICLE,"Are, E.B. and Hargrove, J.W.",Extinction probabilities as a function of temperature for populations of tsetse (Glossina spp.),PLoS Neglected Tropical Diseases,2020,14,5,NA,10.1371/journal.pntd.0007769,e0007769,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085263613&doi=10.1371%2fjournal.pntd.0007769&partnerID=40&md5=787a73c9edc03e919545733b22b2f8bf,NA,Article,NA,Scopus,NA,cited By 4,NA,NA,1-19,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Extinction Probabilities as a Function of Temperature for Populations of Tsetse (Glossina Spp.),selected,NA
X.WOS.000498292200033,article,"Al Soubaihi, Rola Mohammad and Saoud, Khaled Mohammad and Ye, Fei and Myint, Myo Tay Zar and Saeed, Shaukat and Dutta, Joydeep",Synthesis of hierarchically porous silica aerogel supported Palladium catalyst for low-temperature CO oxidation under ignition/extinction conditions,MICROPOROUS AND MESOPOROUS MATERIALS,2020,292,NA,JAN 15,10.1016/j.micromeso.2019.109758,NA,109758,NA,1873-3093,NA,WOS:000498292200033,NA,1387-1811,NA,NA,"Saeed, Shaukat/G-9371-2012 Dutta, Joydeep/B-4675-2011 ",NA,"Saeed, Shaukat/0000-0002-8061-1500 Dutta, Joydeep/0000-0002-0074-3504 Al Soubaihi, Rola/0000-0002-0589-6833 Ye, Fei/0000-0002-1679-1316",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Synthesis of Hierarchically Porous Silica Aerogel Supported Palladium Catalyst for Low-Temperature Co Oxidation under Ignition/Extinction Conditions.,excluded,NA
X.WOS.000468377000025,article,"Xuan, Tiemin and Desantes, Jose M. and Pastor, Jose V. and Garcia-Oliver, Jose M.",Soot temperature characterization of spray a flames by combined extinction and radiation methodology,COMBUSTION AND FLAME,2019,204,NA,JUN,10.1016/j.combustflame.2019.03.023,NA,NA,NA,1556-2921,NA,WOS:000468377000025,NA,0010-2180,NA,NA,"Pastor, JosÃ© V./L-1869-2014 Xuan, Tiemin/ABA-3007-2021 Pastor, JosÃ© V./P-4417-2019 GarcÃ­a-Oliver, JosÃ© M/L-6517-2014 Desantes, Jose M./H-9020-2015",290-303,"Pastor, JosÃ© V./0000-0003-4113-4681 Pastor, JosÃ© V./0000-0003-4113-4681 GarcÃ­a-Oliver, JosÃ© M/0000-0002-2676-9681 Desantes, Jose M./0000-0002-4124-9393",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Soot Temperature Characterization of Spray a Flames by Combined Extinction and Radiation Methodology.,excluded,NA
Ganino201975,ARTICLE,"Ganino, C. and Libourel, G. and Bernard, A.",Fumarolic incrustations at Kudryavy volcano (Kamchatka) as a guideline for high-temperature (&gt;850â€¯Â°C) extinct hydrothermal systems,Journal of Volcanology and Geothermal Research,2019,376,NA,NA,10.1016/j.jvolgeores.2019.03.020,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063946814&doi=10.1016%2fj.jvolgeores.2019.03.020&partnerID=40&md5=3197c52622eeb52444b06475096bf373,NA,Article,NA,Scopus,NA,cited By 4,NA,NA,75-85,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Fumarolic Incrustations at Kudryavy Volcano (Kamchatka) as a Guideline for High-Temperature (&gt;850â€¯â°c) Extinct Hydrothermal Systems.,excluded,NA
Giezendanner2019,ARTICLE,"Giezendanner, J. and Bertuzzo, E. and Pasetto, D. and Guisan, A. and Rinaldo, A.",A minimalist model of extinction and range dynamics of virtual mountain species driven by warming temperatures,PLoS ONE,2019,14,3,NA,10.1371/journal.pone.0213775,e0213775,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063256954&doi=10.1371%2fjournal.pone.0213775&partnerID=40&md5=ccd0497ecda1ba913f827c6d25e66a65,NA,Article,NA,Scopus,NA,cited By 11,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,a Minimalist Model of Extinction and Range Dynamics of Virtual Mountain Species Driven by Warming Temperatures.,selected,NA
X.WOS.000454964700008,article,"Petsios, Elizabeth and Thompson, Jeffrey R. and Pietsch, Carlie and Bottjer, David J.","Biotic impacts of temperature before, during, and after the end-Permian extinction: A multi-metric and multi-scale approach to modeling extinction and recovery dynamics",PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,2019,513,SI,JAN 1,10.1016/j.palaeo.2017.08.038,NA,NA,NA,1872-616X,NA,WOS:000454964700008,NA,0031-0182,NA,NA,"Thompson, Jeffrey/ABD-6282-2021 ",86-99,"Thompson, Jeffrey/0000-0003-3485-172X Pietsch, Carlie/0000-0003-2561-9005",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Biotic Impacts of Temperature Before, During, and after the End-Permian Extinction: a Multi-Metric and Multi-Scale Approach to Modeling Extinction and Recovery Dynamics.",selected,NA
X.WOS.000454567000094,article,"Ma, Liuhao and Ning, Hongbo and Wu, Junjun and Cheong, Kin-Pang and Ren, Wei",Characterization of Temperature and Soot Volume Fraction in Laminar Premixed Flames: Laser Absorption/Extinction Measurement and Two-Dimensional Computational Fluid Dynamics Modeling,ENERGY \& FUELS,2018,32,12,DEC,10.1021/acs.energyfuels.8b03111,NA,NA,NA,1520-5029,NA,WOS:000454567000094,NA,0887-0624,NA,NA,"Ren, Wei/K-2231-2015 Ren, Wei/S-6742-2019 Cheong, Kin-Pang/AAX-3292-2021 Ning, Hongbo/M-5829-2019 ",12962-12970,"Ren, Wei/0000-0001-6681-593X Ren, Wei/0000-0001-6681-593X Cheong, Kin-Pang/0000-0002-7841-3767 Ma, Liuhao/0000-0002-3531-0493 Ning, Hongbo/0000-0001-6338-2999",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Characterization of Temperature and Soot Volume Fraction in Laminar Premixed Flames: Laser Absorption/Extinction Measurement and Two-Dimensional Computational Fluid Dynamics Modeling.,excluded,NA
Penn2018,ARTICLE,"Penn, J.L. and Deutsch, C. and Payne, J.L. and Sperling, E.A.",Temperature-dependent hypoxia explains biogeography and severity of end-Permian marine mass extinction,Science,2018,362,6419,NA,10.1126/science.aat1327,eaat1327,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057736767&doi=10.1126%2fscience.aat1327&partnerID=40&md5=3ea46ff82991614308b44cb636f1a9d4,NA,Article,NA,Scopus,NA,cited By 103,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Temperature-Dependent Hypoxia Explains Biogeography and Severity of End-Permian Marine Mass Extinction.,selected,NA
Vicariotto2018,ARTICLE,"Vicariotto, M. and Dunn-Rankin, D.",Temperature profiles and extinction limits of a coflow water-vapor laden methane/air diffusion flame,Experiments in Fluids,2018,59,9,NA,10.1007/s00348-018-2589-x,136,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051110825&doi=10.1007%2fs00348-018-2589-x&partnerID=40&md5=09102b0b46c0da135625fbfeb391c604,NA,Article,NA,Scopus,NA,cited By 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Temperature Profiles and Extinction Limits of a Coflow Water-Vapor Laden Methane/Air Diffusion Flame.,excluded,NA
Parrett2018,ARTICLE,"Parrett, J.M. and Knell, R.J.",The effect of sexual selection on adaptation and extinction under increasing temperatures,Proceedings of the Royal Society B: Biological Sciences,2018,285,1877,NA,10.1098/rspb.2018.0303,20180303,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045723497&doi=10.1098%2frspb.2018.0303&partnerID=40&md5=8c6a1ef9c2c5eb424bf1b75f437d2c62,NA,Article,NA,Scopus,NA,cited By 22,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,The Effect of Sexual Selection on Adaptation and Extinction under Increasing Temperatures.,selected,NA
X.WOS.000419973000013,article,"Bernardi, Massimo and Petti, Fabio Massimo and Benton, Michael J.",Tetrapod distribution and temperature rise during the Permian-Triassic mass extinction,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,285,1870,JAN 10,10.1098/rspb.2017.2331,NA,20172331,NA,1471-2954,NA,WOS:000419973000013,NA,0962-8452,NA,NA,"Benton, Michael J/A-5639-2008 Petti, Fabio Massimo/W-4284-2017",NA,"Benton, Michael J/0000-0002-4323-1824 Petti, Fabio Massimo/0000-0002-5358-9862",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Tetrapod Distribution and Temperature Rise During the Permian-Triassic Mass Extinction.,selected,NA
X.WOS.000427129500023,article,"Zhang, Laiming and Wang, Chengshan and Wignall, Paul B. and Kluge, Tobias and Wan, Xiaoqiao and Wang, Qian and Gao, Yuan","Deccan volcanism caused coupled pCO(2) and terrestrial temperature rises, and pre-impact extinctions in northern China",GEOLOGY,2018,46,3,MAR,10.1130/G39992.1,NA,NA,NA,1943-2682,NA,WOS:000427129500023,NA,0091-7613,NA,NA,"Zhang, Laiming/AAG-5446-2019 ",271-274,"Zhang, Laiming/0000-0002-3848-5352 Kluge, Tobias/0000-0001-7559-4737",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Deccan Volcanism Caused Coupled Pco(2) and Terrestrial Temperature Rises, and Pre-Impact Extinctions in Northern China.",selected,NA
X.WOS.000416211500008,article,"Ye, Honggang and Su, Zhicheng and Tang, Fei and Zheng, Changcheng and Chen, Guangde and Wang, Jian and Xu, Shijie",Extinction of the zero-phonon line and the first-order phonon sideband in excitonic luminescence of ZnO at room temperature: the self-absorption effect,SCIENCE BULLETIN,2017,62,22,NOV 30,10.1016/j.scib.2017.10.015,NA,NA,NA,2095-9281,NA,WOS:000416211500008,NA,2095-9273,NA,NA,"Ye, Honggang/A-8035-2008 Xu, Shijie/D-3149-2009 Su, Zhicheng/O-4006-2016 Zheng, Changcheng/A-7204-2012",1525-1529,"Ye, Honggang/0000-0002-5643-5914 Xu, Shijie/0000-0001-6522-5778 Su, Zhicheng/0000-0001-6424-2680 Zheng, Changcheng/0000-0002-0657-7914",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Extinction of the Zero-Phonon Line and the First-Order Phonon Sideband in Excitonic Luminescence of Zno at Room Temperature: The Self-Absorption Effect.,excluded,NA
Salt20171177,ARTICLE,"Salt, J.L. and Bulit, C. and Zhang, W. and Qi, H. and Montagnes, D.J.S.",Spatial extinction or persistence: landscape-temperature interactions perturb predatorâ€“prey dynamics,Ecography,2017,40,10,NA,10.1111/ecog.02378,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006421191&doi=10.1111%2fecog.02378&partnerID=40&md5=623ceca8c4ccb2eb6748d69c54e5c6ce,NA,Article,NA,Scopus,NA,cited By 3,NA,NA,1177-1186,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Spatial Extinction or Persistence: Landscape-Temperature Interactions Perturb Predatorâ€“prey Dynamics.,selected,NA
X.WOS.000407360200012,article,"Mattioli, Vinia and Milani, Luca and Magde, Kevin M. and Brost, George A. and Marzano, Frank S.",Retrieval of Sun Brightness Temperature and Precipitating Cloud Extinction Using Ground-Based Sun-Tracking Microwave Radiometry,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,2017,10,7,JUL,10.1109/JSTARS.2016.2633439,NA,NA,NA,2151-1535,NA,WOS:000407360200012,NA,1939-1404,"14th Specialist Meeting on Microwave Radiometry and Remote Sensing of the Environment (MicroRad), Aalto Univ, Sch Elect Engn, Dept Radio Sci \& Engn, Espoo, FINLAND, APR 11-14, 2016",NA,"Mattioli, Vinia/T-6529-2019 Marzano, Frank S/X-9052-2018 ",3134-3147,"Mattioli, Vinia/0000-0002-5050-494X Marzano, Frank S/0000-0002-5873-204X Milani, Luca/0000-0001-9478-8799",Inst Elect \& Elect Engineers; IEEE Geoscience \& Remote Sensing Soc; URSI; Microwave Remote Sensing Ctr,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Retrieval of Sun Brightness Temperature and Precipitating Cloud Extinction using Ground-Based Sun-Tracking Microwave Radiometry.,excluded,NA
Lugito2017601,ARTICLE,"Lugito, G. and Woo, E.M. and Chang, S.-M.",Periodic extinction bands composed of all flat-on lamellae in poly(dodecamethylene terephthalate) thin films crystallized at high temperatures,"Journal of Polymer Science, Part B: Polymer Physics",2017,55,7,NA,10.1002/polb.24304,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013661487&doi=10.1002%2fpolb.24304&partnerID=40&md5=23002e85417bf47e5b0eaac42a97863c,NA,Article,NA,Scopus,NA,cited By 11,NA,NA,601-611,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Periodic Extinction Bands Composed of all Flat-on Lamellae in Poly(Dodecamethylene Terephthalate) Thin Films Crystallized at High Temperatures.,excluded,NA
X.WOS.000400312700004,article,"Reuter, Christopher B. and Lee, Minhyeok and Won, Sang Hee and Ju, Yiguang",Study of the low-temperature reactivity of large n-alkanes through cool diffusion flame extinction,COMBUSTION AND FLAME,2017,179,NA,MAY,10.1016/j.combustflame.2017.01.028,NA,NA,NA,1556-2921,NA,WOS:000400312700004,NA,0010-2180,NA,NA,"Lee, Minhyeok/AAB-7418-2020 ",23-32,"Lee, Minhyeok/0000-0002-2095-8705 Reuter, Christopher/0000-0003-3080-6008 Won, Sang Hee/0000-0003-1718-7628",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Study of the Low-Temperature Reactivity of Large n-Alkanes Through Cool Diffusion Flame Extinction.,excluded,NA
X.WOS.000397458900100,article,"Cuoci, Alberto and Saufi, Abd E. and Frassoldati, Alessio and Dietrich, Daniel L. and Williams, Forman A. and Faravelli, Tiziano",Flame extinction and low-temperature combustion of isolated fuel droplets of n-alkanes,PROCEEDINGS OF THE COMBUSTION INSTITUTE,2017,36,2,NA,10.1016/j.proci.2016.08.019,NA,NA,NA,1873-2704,NA,WOS:000397458900100,NA,1540-7489,NA,NA,"Cuoci, Alberto/G-7814-2012 ",2531-2539,"Cuoci, Alberto/0000-0001-5653-0180 Saufi, Abd Essamade/0000-0002-3463-2554",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Flame Extinction and Low-Temperature Combustion of Isolated Fuel Droplets of n-Alkanes.,excluded,NA
Li2016648,ARTICLE,"Li, X. and Yang, H. and Jiang, L. and Wang, X. and Zhao, D.",Stretch extinction characteristics of CH4/CO2 versus O2/H2O/CO2 and O2/H2O counterflow non-premixed flames at different oxidizer temperatures,Fuel,2016,186,NA,NA,10.1016/j.fuel.2016.09.017,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986252819&doi=10.1016%2fj.fuel.2016.09.017&partnerID=40&md5=46b4b94284fceeb5791a500e774b1ddf,NA,Article,NA,Scopus,NA,cited By 5,NA,NA,648-655,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Stretch Extinction Characteristics of Ch4/Co2 Versus O2/H2o/Co2 and O2/H2o Counterflow Non-Premixed Flames at Different Oxidizer Temperatures.,excluded,NA
Xian20163481,ARTICLE,"Xian, L.-Y. and Li, Y.-L. and He, J.-N. and Zhang, C.-H. and Li, P. and Li, X.-Y.",Measurement of soot yield from the pyrolysis of toluene at high temperatures by laser extinction method,Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis,2016,36,11,NA,10.3964/j.issn.1000-0593(2016)11-3481-04,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995790787&doi=10.3964%2fj.issn.1000-0593%282016%2911-3481-04&partnerID=40&md5=56b9e829e9718d8cb8492420e75d3be1,NA,Article,NA,Scopus,NA,cited By 0,NA,NA,3481-3484,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Measurement of Soot Yield from the Pyrolysis of Toluene at High Temperatures by Laser Extinction Method.,excluded,NA
Zhao20161095,ARTICLE,"Zhao, X. and Jiao, J. and Xiao, D.",Breakdown Electric Field of Hot 30% CF3I/CO2 Mixtures at Temperature of 300-3500 K during Arc Extinction Process,Plasma Science and Technology,2016,18,11,NA,10.1088/1009-0630/18/11/07,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994537782&doi=10.1088%2f1009-0630%2f18%2f11%2f07&partnerID=40&md5=4f1b500479874a9456c46102cfbbcffe,NA,Article,NA,Scopus,NA,cited By 4,NA,NA,1095-1100,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Breakdown Electric Field of Hot 30% Cf3i/Co2 Mixtures at Temperature of 300-3500 k During Arc Extinction Process.,excluded,NA
X.WOS.000384702400019,article,"Garbelli, Claudio and Angiolini, Lucia and Brand, Uwe and Shen, Shu-zhong and Jadoul, Flavio and Posenato, Renato and Azmy, Karem and Cao, Chang-qun",Neotethys seawater chemistry and temperature at the dawn of the end Permian mass extinction,GONDWANA RESEARCH,2016,35,NA,JUL,10.1016/j.gr.2015.05.012,NA,NA,NA,1878-0571,NA,WOS:000384702400019,NA,1342-937X,NA,NA,"Shen, Shuzhong/D-8214-2011 Angiolini, Lucia/L-7389-2017 ",272-285,"Shen, Shuzhong/0000-0001-8380-0692 Angiolini, Lucia/0000-0003-0778-5771 Garbelli, Claudio/0000-0003-4652-8241 Posenato, Renato/0000-0002-1543-7411",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Neotethys Seawater Chemistry and Temperature at the Dawn of the End Permian Mass Extinction.,selected,NA
Yang2016243,ARTICLE,"Yang, Z. and Li, X. and Feng, Z. and Chen, L.",Influence of mixing model constant on local extinction effects and temperature prediction in les for non-premixed swirling diffusion flames,Applied Thermal Engineering,2016,103,NA,NA,10.1016/j.applthermaleng.2016.04.065,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964540352&doi=10.1016%2fj.applthermaleng.2016.04.065&partnerID=40&md5=637381ed591b399addf24cdf8edd029b,NA,Article,NA,Scopus,NA,cited By 6,NA,NA,243-251,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Influence of Mixing Model Constant on Local Extinction Effects and Temperature Prediction in Les for Non-Premixed Swirling Diffusion Flames.,excluded,NA
Garc..a.Robledo2016680,ARTICLE,"GarcÃ­a-Robledo, C. and Kuprewicz, E.K. and Staines, C.L. and Erwin, T.L. and Kress, W.J.",Limited tolerance by insects to high temperatures across tropical elevational gradients and the implications of global warming for extinction,Proceedings of the National Academy of Sciences of the United States of America,2016,113,3,NA,10.1073/pnas.1507681113,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954518279&doi=10.1073%2fpnas.1507681113&partnerID=40&md5=464a5695c6a46634f451474981de18ec,NA,Article,NA,Scopus,NA,cited By 145,NA,NA,680-685,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Limited Tolerance by Insects to High Temperatures Across Tropical Elevational Gradients and the Implications of Global Warming for Extinction.,selected,NA
Menbari2016501,ARTICLE,"Menbari, A. and Alemrajabi, A.A. and Ghayeb, Y.",Experimental investigation of stability and extinction coefficient of Al2O3-CuO binary nanoparticles dispersed in ethylene glycol-water mixture for low-temperature direct absorption solar collectors,Energy Conversion and Management,2016,108,NA,NA,10.1016/j.enconman.2015.11.034,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949292890&doi=10.1016%2fj.enconman.2015.11.034&partnerID=40&md5=6a2b2eaff97bd9a38f41bd3fd88265b1,NA,Article,NA,Scopus,NA,cited By 39,NA,NA,501-510,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Experimental Investigation of Stability and Extinction Coefficient of Al2o3-Cuo Binary Nanoparticles Dispersed in Ethylene Glycol-Water Mixture for Low-Temperature Direct Absorption Solar Collectors.,excluded,NA
X.WOS.000366539700053,article,"Jiang, Haishui and Joachimski, Michael M. and Wignall, Paul B. and Zhang, Muhui and Lai, Xulong","A delayed end-Permian extinction in deep-water locations and its relationship to temperature trends (Bianyang, Guizhou Province, South China)",PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,2015,440,NA,DEC 15,10.1016/j.palaeo.2015.10.002,NA,NA,NA,1872-616X,NA,WOS:000366539700053,NA,0031-0182,NA,NA,"Joachimski, Michael M./B-9477-2011 ",690-695,"Lai, Xulong/0000-0002-2837-0885 Joachimski, Michael/0000-0001-6088-3261",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"a Delayed End-Permian Extinction in Deep-Water Locations and Its Relationship to Temperature Trends (Bianyang, Guizhou Province, South China)",selected,NA
