label,type,author,title,journal,year,volume,number,month,doi,art_number,abstract,url,article_number,eissn,document_type,unique_id,source,issn,note,earlyaccessdate,researcherid_numbers,pages,orcid_numbers,organization,editor,booktitle,series,isbn,filename,n_duplicates,citation,screened_titles,notes,screened_abstracts
Rapaport1974434,ARTICLE,"Rapaport, A.",Critical ambient temperature for extinction in young rats of an instrumentally conditioned response acquired at an ambient temperature of 40 Â± 1Â°C [TEMPERATURE AMBIANTE CRITIQUE POUR L'EXTINCTION DU CONDITIONNEMENT INSTRUMENTAL ACQUIS PAR LE JEUNE RAT A LA TEMPERATURE AMBIANTE DE 40 Â± 1Â°C],Comptes Rendus des Seances de la Societe de Biologie et de Ses Filiales,1974,168,4-5,NA,NA,NA,"Ten 6 wk old rats learned to press down a lever in order to obtain a burst of fresh air at the ambient temperature of 40Â±1Â°C. Each rat worked 20 min every day for 6 days at each of the following ambient temperatures: 40Â±1Â°C, 35Â±1Â°C, 30Â±1Â°C. 26Â±1Â°C and 20Â±1Â°C. In order to express the operant behavior as a whole, the rate of pressing the lever, rectal temperature and reaction time were measured. Data show that 35Â±1Â°C is the 'Critical ambient Temperature' for the extinction of the defensive R.C. against hyperthermia and that a residual operant activity persists at a constant value for the last 14 days of the experiment. Both findings reinforce Skinner's theory on operant behavior.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016199432&partnerID=40&md5=4b7e1e2068ff0ca590b1b850218b267b,NA,NA,Article,NA,Scopus,NA,cited By 0,NA,NA,434-437,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Critical Ambient Temperature for Extinction in Young Rats of an Instrumentally Conditioned Response Acquired at an Ambient Temperature of 40 Â± 1â°c [temperature Ambiante Critique Pour L'extinction Du Conditionnement Instrumental Acquis Par Le Jeune Rat a La Temperature Ambiante De 40 Â± 1â°c],selected,NA,selected
Mukerji19281834,ARTICLE,"Mukerji, B.K. and Bhattacharji, A.K. and Dhar, N.R.",The variation of the extinction-coefficient with temperature,Journal of Physical Chemistry,1928,32,12,NA,10.1021/j150294a005,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947565565&doi=10.1021%2fj150294a005&partnerID=40&md5=c9e2c015cf2ae9b6d487c4b426c29822,NA,NA,Article,NA,Scopus,NA,cited By 2,NA,NA,1834-1840,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,The Variation of the Extinction-Coefficient with Temperature.,selected,NA,selected
X.WOS.000763500400003,article,"Kozik, Nevin P. and Gill, Benjamin C. and Owens, Jeremy D. and Lyons, Timothy W. and Young, Seth A.",Geochemical Records Reveal Protracted and Differential Marine Redox Change Associated With Late Ordovician Climate and Mass Extinctions,AGU ADVANCES,2022,3,1,FEB,10.1029/2021AV000563,NA,"The Ordovician (Hirnantian; 445 Ma) hosts the second most severe mass extinction in Earth history, coinciding with Gondwanan glaciation and increased geochemical evidence for marine anoxia. It remains unclear whether cooling, expanded oxygen deficiency, or a combination drove the Late Ordovician Mass Extinction (LOME). Here, we present combined iodine and sulfur isotope geochemical data from three globally distributed carbonate successions to constrain changes in local and global marine redox conditions. Iodine records suggest locally anoxic conditions were potentially pervasive on shallow carbonate shelves, while sulfur isotopes suggest a reduction in global euxinic (anoxic and sulfidic) conditions. Late Katian sulfate-sulfur isotope data show a large negative excursion that initiated during elevated sea level and continued through peak Hirnantian glaciation. Geochemical box modeling suggests a combination of decreasing pyrite burial and increasing weathering are required to drive the observed negative excursion suggesting a similar to 3\% decrease of global seafloor euxinia during the Late Ordovician. The sulfur datasets provide further evidence that this trend was followed by increases in euxinia which coincided with eustatic sea-level rise during subsequent deglaciation in the late Hirnantian. A persistence of shelf anoxia against a backdrop of waning then waxing global euxinia was linked to the two LOME pulses. These results place important constraints on local and global marine redox conditions throughout the Late Ordovician and suggest that non-sulfidic shelfal anoxia-along with glacioeustatic sea level and climatic cooling-were important environmental stressors that worsened conditions for marine fauna, resulting in the second-largest mass extinction in Earth history and the only example during an icehouse climate.",NA,e2021AV000563,2576-604X,NA,WOS:000763500400003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Geochemical Records Reveal Protracted and Differential Marine Redox Change Associated with Late Ordovician Climate and Mass Extinctions.,selected,NA,selected
X.WOS.000689453800013,article,"Bakker, Victoria J. and Doak, Daniel F. and Ferrara, Francesca J.",Understanding extinction risk and resilience in an extremely small population facing climate and ecosystem change,ECOSPHERE,2021,12,8,AUG,10.1002/ecs2.3724,NA,"San Nicolas Island (SNI) foxes historically had the highest densities of the six subspecies of Channel Island fox, four of which were listed as endangered in the 1990s. As an island species, SNI foxes are inherently vulnerable because they evolved in isolation from many potential threats, and their small range features relatively simple and degraded habitats, limiting their population size and heightening susceptibility to climate-driven habitat changes. In the past decade, the SNI fox population has decreased by nearly half, spurring concern. Our analyses of 18 yr of trapping data suggest that both drought and density dependence contributed to this decline. Density dependence in survival acted on older individuals and its strength doubled after recent drought-induced habitat changes. Annual precipitation was a strong driver of pup production, but density dependence moderated precipitation benefits. Using a stochastic model with island-specific drivers of demography, we developed a risk isocline tool to predict 50-yr quasi-extinction risk based on population size and mortality. Predicted extinction risk for SNI foxes is currently <5\% and expected to decrease. Compared to the previously listed subspecies, risk isoclines indicate the SNI subspecies is more resistant to quasi-extinction at moderate population sizes and mortality rates, but quasi-extinction risk does not decline as rapidly at higher population sizes or lower mortality rates. Thus, limiting human-caused mortality and monitoring for novel threats such as exotic disease remain important. The ability of SNI foxes to increase pup production following high-rainfall low-density years is a key feature stabilizing their dynamics. Habitat- and location-specific dynamics produce substantial portfolio effects, whereby asynchrony in growth rates stabilizes overall population numbers, and restoration efforts that increase food resources and habitat diversity will further enhance the resilience of this population. Although the SNI fox appears to be rebounding, its recent decline may foreshadow future dynamics and serves as a cautionary tale for stewards of island species facing unprecedented climatic conditions, especially those inhabiting small and less diverse systems. Finally, our analyses highlight limitations in applying risk analyses from one population to related species, or even the same species in different habitat settings.",NA,e03724,NA,NA,WOS:000689453800013,NA,2150-8925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Understanding Extinction Risk and Resilience in an Extremely Small Population Facing Climate and Ecosystem Change.,selected,NA,selected
X.WOS.000393322600032,article,"Zhang, Jian and Nielsen, Scott E. and Chen, Youhua and Georges, Damien and Qin, Yuchu and Wang, Si-Shuo and Svenning, Jens-Christian and Thuiller, Wilfried",Extinction risk of North American seed plants elevated by climate and land-use change,JOURNAL OF APPLIED ECOLOGY,2017,54,1,FEB,10.1111/1365-2664.12701,NA,"Climate and land-use change are expected to substantially alter future plant species distributions leading to higher extinction rates. However, little is known about how plant species ranges, richness and phylogenetic diversity of continents will be affected by these dynamics. We address this gap here by examining the patterns of species' distributions and phylogenetic relationships for 7465 seed plant taxa in North America. An ensemble of species distribution models was used to estimate the potential suitable habitat of species under different sets of climate, land-use and dispersal constraint scenarios. We then evaluated the vulnerability and extinction risk of individual species to changes in climate and land use, and examined whether rare, endangered and evolutionarily distinct species were disproportionally threatened by climate and land-use change. We show that similar to 2000 species may lose >80\% of their suitable habitats under the A1b emission scenario for the 2080s, while similar to 100 species may experience >80\% range expansions (a 20:1 ratio of loss to gain). When considering >50\% range retraction and expansion, the ratio of loss to gain was 13:1. A greater loss of species diversity is expected at low latitudes, while larger gains are expected at high latitudes. Evolutionarily distinct species are predicted to have significantly higher extinction risks than extant species. This suggests a disproportionate future loss of phylogenetic diversity for the North American flora.Synthesis and applications. Our study provides continental-scale evidence of plant species extinction risk caused by future climate and land-use change, and highlights the importance of integrating phylogenetic measures into conservation risk assessments. This work provides insight into the status, trends and threats for a large share of North America's plant species by identifying risks and prioritizing conservation in a rapidly changing world.",NA,NA,1365-2664,NA,WOS:000393322600032,NA,0021-8901,NA,NA,"Thuiller, Wilfried/G-3283-2010 Nielsen, Scott/O-7482-2019 Wang, Sishuo/S-1993-2019 Nielsen, Scott/C-2842-2013 Svenning, Jens-Christian/C-8977-2012 Zhang, Jian/A-7878-2008",303-312,"Thuiller, Wilfried/0000-0002-5388-5274 Nielsen, Scott/0000-0002-9754-0630 Wang, Sishuo/0000-0002-7220-7305 Nielsen, Scott/0000-0002-9754-0630 Svenning, Jens-Christian/0000-0002-3415-0862 Zhang, Jian/0000-0003-0589-6267",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Extinction Risk of North American Seed Plants Elevated by Climate and Land-Use Change.,selected,NA,selected
X.WOS.000350410000004,incollection,"Carey, Cynthia","Climate Change, Extinction Risks, and Reproduction of Terrestrial Vertebrates",NA,2014,753,NA,NA,10.1007/978-1-4939-0820-2\_3,NA,"This review includes a broad, but superficial, summary of our understanding about current and future climate changes, the predictions about how these changes will likely affect the risks of extinction of organisms, and how current climate changes are already affecting reproduction in terrestrial vertebrates. Many organisms have become extinct in the last century, but habitat destruction, disease and man-made factors other than climate change have been implicated as the causal factor in almost all of these. Reproduction is certain to be negatively impacted in all vertebrate groups for a variety of reasons, such as direct thermal and hydric effects on mortality of embryos, mismatches between optimal availability of food supplies, frequently determined by temperature, and reproductive capacities, sometimes determined by rigid factors such as photoperiod, and disappearance of appropriate foraging opportunities, such as melting sea ice. The numbers of studies documenting correlations between climate changes and biological phenomena are rapidly increasing, but more direct information about the consequences of these changes for species survival and ecosystem health is needed than is currently available.",NA,NA,2214-8019,NA,WOS:000350410000004,NA,0065-2598,NA,NA,NA,35-54,NA,NA,"Holt, WV and Brown, JL and Comizzoli, P",REPRODUCTIVE SCIENCES IN ANIMAL CONSERVATION: PROGRESS AND PROSPECTS,Advances in Experimental Medicine and Biology,978-1-4939-0820-2; 978-1-4939-0819-6,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Climate Change, Extinction Risks, and Reproduction of Terrestrial Vertebrates.",selected,NA,selected
X.WOS.000327564300006,article,"Brainard, Russell E. and Weijerman, Mariska and Eakin, C. Mark and Mcelhany, Paul and Miller, Margaret W. and Patterson, Matt and Piniak, Gregory A. and Dunlap, Matthew J. and Birkeland, Charles",Incorporating Climate and Ocean Change into Extinction Risk Assessments for 82 Coral Species,CONSERVATION BIOLOGY,2013,27,6,DEC,10.1111/cobi.12171,NA,"Many marine invertebrate species facing potential extinction have uncertain taxonomies and poorly known demographic and ecological traits. Uncertainties are compounded when potential extinction drivers are climate and ocean changes whose effects on even widespread and abundant species are only partially understood. The U.S. Endangered Species Act mandates conservation management decisions founded on the extinction risk to species based on the best available science at the time of considerationrequiring prompt action rather than awaiting better information. We developed an expert-opinion threat-based approach that entails a structured voting system to assess extinction risk from climate and ocean changes and other threats to 82 coral species for which population status and threat response information was limited. Such methods are urgently needed because constrained budgets and manpower will continue to hinder the availability of desired data for many potentially vulnerable marine species. Significant species-specific information gaps and uncertainties precluded quantitative assessments of habitat loss or population declines and necessitated increased reliance on demographic characteristics and threat vulnerabilities at genus or family levels. Adapting some methods (e.g., a structured voting system) used during other assessments and developing some new approaches (e.g., integrated assessment of threats and demographic characteristics), we rated the importance of threats contributing to coral extinction risk and assessed those threats against population status and trend information to evaluate each species' extinction risk over the 21st century. This qualitative assessment resulted in a ranking with an uncertainty range for each species according to their estimated likelihood of extinction. We offer guidance on approaches for future biological extinction risk assessments, especially in cases of data-limited species likely to be affected by global-scale threats.",NA,NA,1523-1739,NA,WOS:000327564300006,NA,0888-8892,NA,NA,"Eakin, C. Mark/F-5585-2010",1169-1178,"Eakin, C. Mark/0000-0002-5987-0858",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Incorporating Climate and Ocean Change into Extinction Risk Assessments for 82 Coral Species.,selected,NA,selected
X.WOS.000324975700008,article,"Sax, Dov F. and Early, Regan and Bellemare, Jesse","Niche syndromes, species extinction risks, and management under climate change",TRENDS IN ECOLOGY \& EVOLUTION,2013,28,9,SEP,10.1016/j.tree.2013.05.010,NA,"The current distributions of species are often assumed to correspond with the total set of environmental conditions under which species can persist. When this assumption is incorrect, extinction risk estimated from species distribution models can be misleading. The degree to which species can tolerate or even thrive under conditions found beyond their current distributions alters extinction risks, time lags in realizing those risks, and the usefulness of alternative management strategies. To inform these issues, we propose a conceptual framework within which empirical data could be used to generate hypotheses regarding the realized, fundamental, and `tolerance' niche of species. Although these niche components have rarely been characterized over geographic scales, we suggest that this could be done for many plant species by comparing native, naturalized, and horticultural distributions.",NA,NA,1872-8383,NA,WOS:000324975700008,NA,0169-5347,NA,NA,NA,517-523,"Early, Regan/0000-0003-4108-5904",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Niche Syndromes, Species Extinction Risks, and Management under Climate Change.",selected,NA,selected
X.WOS.000273383600010,article,"Bailer-Jones, C. A. L.",The evidence for and against astronomical impacts on climate change and mass extinctions: a review,INTERNATIONAL JOURNAL OF ASTROBIOLOGY,2009,8,"3, SI",JUL,10.1017/S147355040999005X,NA,"Numerous studies over the past 30 years have suggested there is a causal connection between the motion of the Sun through the Galaxy and terrestrial mass extinctions or climate change. Proposed mechanisms include comet impacts (via perturbation of the Oort Cloud), cosmic rays and supernovae, the effects of which are modulated by the passage of the Sun through the Galactic midplane or spiral arms. Supposed periodicities in the fossil record, impact cratering dates or climate proxies over the Phanerozoic (past 545 Myr) are frequently cited as evidence in support of these hypotheses. This remains a controversial subject, with many refutations and replies having been published. Here I review both the mechanisms and the evidence for and against the relevance of astronomical phenomena to climate change and evolution. This necessarily includes a critical assessment of time series analysis techniques and hypothesis testing. Some of the Studies have suffered from flaws in methodology, in particular drawing incorrect conclusions based on ruling out a null hypothesis. I conclude that there is little evidence for intrinsic periodicities in biodiversity, impact cratering or climate on timescales of tens to hundreds of Myr. Although this does not rule out the mechanisms, the numerous assumptions and uncertainties involved in the interpretation of the geological data and in particular in the astronomical mechanisms suggest that Galactic midplane and spiral arm crossings have little impact on biological or climate variation above background level. Non-periodic impacts and terrestrial mechanisms (volcanism, plate tectonics, sea level changes), possibly occurring simultaneously, remain likely causes of many environmental catastrophes. Internal dynamics of the biosphere may also play a role. In contrast, there is little evidence supporting the idea that cosmic rays have a significant influence on climate through cloud formation. It seems likely that more than one mechanism has contributed to biodiversity variations over the past half Gyr.",NA,NA,1475-3006,NA,WOS:000273383600010,NA,1473-5504,"42nd ESLAB Symposium on Cosmic Cataclysms and Life, ESA, ESRIN, Frascati, ITALY, NOV 10-14, 2008",NA,NA,213-239,NA,European Space Res Inst; European Astrobiol Network Assoc,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,The Evidence for and Against Astronomical Impacts on Climate Change and Mass Extinctions: a Review.,selected,NA,selected
X.WOS.000256045500010,article,"Brook, Barry W.","Synergies between climate change, extinctions and invasive vertebrates",WILDLIFE RESEARCH,2008,35,3,NA,10.1071/WR07116,NA,"There is mounting evidence for the direct ecological impacts of recent climate change, and for amplifying feedbacks, in both directions, with other drivers of biodiversity loss, such as habitat fragmentation and overexploitation. Surprisingly, however, empirical and experimental data on the links between climate change and species introductions are scant, especially for invasive vertebrates. Because the theoretical basis for their mutually reinforced impact is strong, this dearth of evidence likely reflects the difficulty in studying such interactions, and insufficient attention to this topic, rather than a genuine lack of association. Given the unprecedented rate of recent and predicted future climate change, and the continued exponential rise in species invasions worldwide, it is imperative that we sharpen our scientific focus so as to best equip wildlife managers with the knowledge to tackle this inevitable synergy of threats.",NA,NA,1448-5494,NA,WOS:000256045500010,NA,1035-3712,NA,NA,"Brook, Barry W./G-2686-2011",249-252,"Brook, Barry W./0000-0002-2491-1517",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Synergies Between Climate Change, Extinctions and Invasive Vertebrates.",selected,NA,selected
X.WOS.A1946YH25900001,article,"COLBERT, EH and COWLES, RB and BOGERT, CM","TEMPERATURE TOLERANCES IN THE AMERICAN ALLIGATOR AND THEIR BEARING ON THE HABITS, EVOLUTION, AND EXTINCTION OF THE DINOSAURS",BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,1946,86,7,NA,NA,NA,NA,NA,NA,NA,NA,WOS:A1946YH25900001,NA,0003-0090,NA,NA,NA,327-373,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Temperature Tolerances in the American Alligator and their Bearing on the Habits, Evolution, and Extinction of the Dinosaurs.",selected,NA,selected
X.WOS.000725432900001,article,"Longman, Jack and Mills, Benjamin J. W. and Manners, Hayley R. and Gernon, Thomas M. and Palmer, Martin R.",Late Ordovician climate change and extinctions driven by elevated volcanic nutrient supply,"NATURE GEOSCIENCE",2021,14,12,DEC,10.1038/s41561-021-00855-5,NA,NA,NA,NA,1752-0908,NA,WOS:000725432900001,NA,1752-0894,NA,DEC 2021,NA,924+,"Longman, Jack/0000-0002-2725-2617 Gernon, Thomas/0000-0002-7717-2092 Mills, Benjamin/0000-0002-9141-0931 Manners, Hayley/0000-0001-8545-4463",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Late Ordovician Climate Change and Extinctions Driven by Elevated Volcanic Nutrient Supply.,selected,NA,selected
Baumbach2021,ARTICLE,"Baumbach, L. and Warren, D.L. and Yousefpour, R. and Hanewinkel, M.",Climate change may induce connectivity loss and mountaintop extinction in Central American forests,Communications Biology,2021,4,1,NA,10.1038/s42003-021-02359-9,869,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110734045&doi=10.1038%2fs42003-021-02359-9&partnerID=40&md5=53aaaf007991c7c93b2015d9bb889d49,NA,NA,Article,NA,Scopus,NA,cited By 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Climate Change may Induce Connectivity Loss and Mountaintop Extinction in Central American Forests.,selected,NA,selected
X.WOS.000649809500001,article,"Naujokaitis-Lewis, Ilona and Endicott, Sarah and Guezen, Jessica",Treatment of climate change in extinction risk assessments and recovery plans for threatened species,CONSERVATION SCIENCE AND PRACTICE,2021,3,8,AUG,10.1111/csp2.450,NA,NA,NA,e450,2578-4854,NA,WOS:000649809500001,NA,NA,NA,MAY 2021,NA,NA,"Guezen, Jessica/0000-0001-5841-6699 Endicott, Sarah/0000-0001-9644-5343 Naujokaitis-Lewis, Ilona/0000-0001-9504-4484",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Treatment of Climate Change in Extinction Risk Assessments and Recovery Plans for Threatened Species.,selected,NA,selected
X.WOS.000608672700002,article,"Mathes, Gregor H. and van Dijk, Jeroen and Kiessling, Wolfgang and Steinbauer, Manuel J.",Extinction risk controlled by interaction of long-term and short-term climate change,"NATURE ECOLOGY \& EVOLUTION",2021,5,3,MAR,10.1038/s41559-020-01377-w,NA,NA,NA,NA,NA,NA,WOS:000608672700002,NA,2397-334X,NA,JAN 2021,"Kiessling, Wolfgang/E-2259-2015",NA,"Kiessling, Wolfgang/0000-0002-1088-2014 Mathes, Gregor/0000-0002-2788-1173 van Dijk, Jeroen/0000-0003-2802-5915",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Extinction Risk Controlled by Interaction of Long-Term and Short-Term Climate Change.,selected,NA,selected
X.WOS.000608681000004,article,"Gougherty, Andrew V. and Keller, Stephen R. and Fitzpatrick, Matthew C.","Maladaptation, migration and extirpation fuel climate change risk in a forest tree species","NATURE CLIMATE CHANGE",2021,11,2,FEB,10.1038/s41558-020-00968-6,NA,NA,NA,NA,1758-6798,NA,WOS:000608681000004,NA,1758-678X,NA,JAN 2021,"Keller, Stephen/J-6652-2013",NA,"Keller, Stephen/0000-0001-8887-9213 Fitzpatrick, Matthew/0000-0003-1911-8407",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Maladaptation, Migration and Extirpation Fuel Climate Change Risk in a Forest Tree Species.",selected,NA,selected
X.WOS.000609746900001,article,"Dakhil, Mohammed A. and Halmy, Marwa Waseem A. and Hassan, Walaa A. and El-Keblawy, Ali and Pan, Kaiwen and Abdelaal, Mohamed",Endemic Juniperus Montane Species Facing Extinction Risk under Climate Change in Southwest China: Integrative Approach for Conservation Assessment and Prioritization,BIOLOGY-BASEL,2021,10,1,JAN,10.3390/biology10010063,NA,NA,NA,63,2079-7737,NA,WOS:000609746900001,NA,NA,NA,NA,"Halmy, Marwa/U-3123-2019 Dakhil, Mohammed Abdullah/U-9249-2019 Abdelaal, Mohamed/Q-6223-2017",NA,"Halmy, Marwa/0000-0002-4183-973X Dakhil, Mohammed/0000-0002-5140-1360 Abdelaal, Mohamed/0000-0003-2162-7630 El-Keblawy, Ali/0000-0003-4448-6236",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Endemic Juniperus Montane Species Facing Extinction Risk under Climate Change in Southwest China: Integrative Approach for Conservation Assessment and Prioritization.,selected,NA,selected
X.WOS.000617727800001,article,"Trubovitz, Sarah and Lazarus, David and Renaudie, Johan and Noble, Paula J.",Marine plankton show threshold extinction response to Neogene climate change,"NATURE COMMUNICATIONS",2020,11,1,OCT 22,10.1038/s41467-020-18879-7,NA,NA,NA,5069,2041-1723,NA,WOS:000617727800001,NA,NA,NA,NA,"Renaudie, Johan/D-9077-2012",NA,"Renaudie, Johan/0000-0002-9107-1984 Noble, Paula/0000-0002-9558-9123 Trubovitz, Sarah/0000-0003-1619-7314",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Marine Plankton Show Threshold Extinction Response to Neogene Climate Change.,selected,NA,selected
X.WOS.000543974800026,article,"Seersholm, Frederik V. and Werndly, Daniel J. and Grealy, Alicia and Johnson, Taryn and Keenan Early, Erin M. and Lundelius, Ernest L. and Winsborough, Barbara and Farr, Grayal Earle and Toomey, Rickard and Hansen, Anders J. and Shapiro, Beth and Waters, Michael R. and McDonald, Gregory and Linderholm, Anna and Stafford, Jr., Thomas W. and Bunce, Michael",Rapid range shifts and megafaunal extinctions associated with late Pleistocene climate change,"NATURE COMMUNICATIONS",2020,11,1,JUN 2,10.1038/s41467-020-16502-3,NA,NA,NA,2770,NA,NA,WOS:000543974800026,NA,2041-1723,NA,NA,"Seersholm, Frederik/AAN-2985-2021 Waters, Michael/ABI-2377-2020 Hansen, Anders Johannes/A-5608-2013",NA,"Waters, Michael/0000-0003-2660-3355 Hansen, Anders Johannes/0000-0002-1890-2702 Seersholm, Frederik Valeur/0000-0003-2217-3247 Keenan Early, Erin M./0000-0003-1080-5761 Toomey, Rickard/0000-0001-5429-9501",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Rapid Range Shifts and Megafaunal Extinctions Associated with Late Pleistocene Climate Change.,selected,NA,selected
Bevan2020,ARTICLE,"Bevan, L.D. and Colley, T. and Workman, M.","Climate change strategic narratives in the United Kingdom: Emergency, Extinction, Effectiveness",Energy Research and Social Science,2020,69,NA,NA,10.1016/j.erss.2020.101580,101580,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084431245&doi=10.1016%2fj.erss.2020.101580&partnerID=40&md5=2548917a10d5b5467e93e19c870e143d,NA,NA,Article,NA,Scopus,NA,cited By 14,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Climate Change Strategic Narratives in the United Kingdom: Emergency, Extinction, Effectiveness.",selected,NA,selected
X.WOS.000553920100035,article,"de Moraes, Kaue Felippe and Santos, Marcos Persio Dantas and Goncalves, Gabriela Silva Ribeiro and de Oliveira, Geovana Linhares and Gomes, Leticia Braga and Lima, Marcela Guimaraes Moreira",Climate change and bird extinctions in the Amazon,PLOS ONE,2020,15,7,JUL 17,10.1371/journal.pone.0236103,NA,NA,NA,e0236103,NA,NA,WOS:000553920100035,NA,1932-6203,NA,NA,"PÃ©rsio, Marcos/B-8653-2016",NA,"PÃ©rsio, Marcos/0000-0001-8819-867X Lima, Marcela/0000-0002-2203-7598 Moraes, Kaue/0000-0002-8333-4318",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Climate Change and Bird Extinctions in the Amazon.,selected,NA,selected
X.WOS.000515754900001,article,"Acevedo, Miguel A. and Beaudrot, Lydia and Melendez-Ackerman, Elvia J. and Tremblay, Raymond L.",Local extinction risk under climate change in a neotropical asymmetrically dispersed epiphyte,JOURNAL OF ECOLOGY,2020,108,4,JUL,10.1111/1365-2745.13361,NA,NA,NA,NA,1365-2745,NA,WOS:000515754900001,NA,0022-0477,NA,FEB 2020,"Beaudrot, L./M-6936-2017",1553-1564,"Beaudrot, L./0000-0001-8135-7519 Tremblay, Raymond/0000-0002-8588-4372",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Local Extinction Risk under Climate Change in a Neotropical Asymmetrically Dispersed Epiphyte.,selected,NA,selected
X.WOS.000522885100001,article,"Zhang, Yinbo and Meng, Qingxin and Wang, Yuzhuo and Zhang, Xiaolong and Wang, Wei",Climate change-induced migration patterns and extinction risks of Theaceae species in China,ECOLOGY AND EVOLUTION,2020,10,10,MAY,10.1002/ece3.6202,NA,NA,NA,NA,NA,NA,WOS:000522885100001,NA,2045-7758,NA,MAR 2020,"çŽ‹, ä¼Ÿ/AAT-8132-2020",4352-4361,"çŽ‹, ä¼Ÿ/0000-0002-3864-4931 Zhang, Xiaolong/0000-0003-1185-9921",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Climate Change-Induced Migration Patterns and Extinction Risks of Theaceae Species in China.,selected,NA,selected
X.WOS.000486388400043,article,"Wan, Xinru and Jiang, Guangshun and Yan, Chuan and He, Fangliang and Wen, Rongsheng and Gu, Jiayin and Li, Xinhai and Ma, Jianzhang and Stenseth, Nils Chr. and Zhang, Zhibin",Historical records reveal the distinctive associations of human disturbance and extreme climate change with local extinction of mammals,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2019,116,38,SEP 17,10.1073/pnas.1818019116,NA,NA,NA,NA,NA,NA,WOS:000486388400043,NA,0027-8424,NA,NA,"Li, Xinhai/G-9111-2011",19001-19008,"Li, Xinhai/0000-0003-4514-0149 wan, xinru/0000-0002-1580-9692 Jiang, Guangshun/0000-0001-6321-9489 wan, xinru/0000-0002-8189-2033",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Historical Records Reveal the Distinctive Associations of Human Disturbance and Extreme Climate Change with Local Extinction of Mammals.,selected,NA,selected
